PK_Enrollment,K_Enrollment,1_Enrollment,2_Enrollment,3_Enrollment,4_Enrollment,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,TOTAL_Enrollment,% First Language Not English,% English Language Learner,% Students With Disabilities,% High Needs,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Progress and Performance Index (PPI) - High Needs Students,Insufficient data_School,Level 1_School,Level 2_School,Level 3_School,Level 4_School,Level 5_School,Insufficient data_District,Level 1_District,Level 2_District,Level 3_District,Level 4_District,Level 5_District
0,0,0,0,0,0,0,89,95,78,0,0,0,0,0,262,21.4,1.1,26.0,55.0,41.6,35.9,10.7,17.6,25.6,0.4,1.1,8.8,47.7,52.3,181.0,17.8,263.0,50658612.0,78456.0,646.0,168307565.58,6428.0,26183.5,194321971.07,7048.6,27568.87,14.0,47.0,43.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,96,94,85,0,0,0,0,0,275,16.7,1.5,26.5,42.9,28.0,30.9,9.8,10.5,40.0,0.7,0.4,7.6,52.7,47.3,148.0,19.0,278.0,50658612.0,78456.0,646.0,168307565.58,6428.0,26183.5,194321971.07,7048.6,27568.87,65.0,64.0,79.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,93,93,82,0,0,0,0,0,268,36.6,9.0,23.9,52.2,30.6,26.1,14.2,6.7,44.0,0.7,0.4,7.8,48.5,51.5,180.0,17.9,287.0,50658612.0,78456.0,646.0,168307565.58,6428.0,26183.5,194321971.07,7048.6,27568.87,61.0,81.0,67.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,235,241,260,215,0,951,5.2,1.1,7.7,17.8,11.6,10.8,9.1,4.2,71.8,0.0,0.1,3.9,48.8,51.0,580.0,17.1,955.0,18615345.0,77664.0,240.0,44371614.0,3359.4,13208.2,48664018.0,3434.9,14167.52,75.0,84.0,74.0,0,0,1,0,0,0,0,0,1,0,0,0
0,83,78,73,88,100,70,0,0,0,0,0,0,0,0,492,6.9,4.9,8.5,25.4,16.1,10.0,12.6,4.7,65.4,0.2,0.8,6.3,48.0,52.0,439.0,18.2,514.0,18615345.0,77664.0,240.0,44371614.0,3359.4,13208.2,48664018.0,3434.9,14167.52,62.0,56.0,68.0,0,0,1,0,0,0,0,0,1,0,0,0
0,63,85,79,106,87,84,0,0,0,0,0,0,0,0,504,4.0,3.6,11.9,23.4,8.7,5.4,11.5,3.4,75.6,0.0,0.0,4.2,53.6,46.4,383.0,20.4,495.0,18615345.0,77664.0,240.0,44371614.0,3359.4,13208.2,48664018.0,3434.9,14167.52,84.0,68.0,45.0,0,0,1,0,0,0,0,0,1,0,0,0
0,96,76,76,89,79,86,0,0,0,0,0,0,0,0,502,4.4,2.6,8.8,25.5,15.1,13.7,10.8,5.8,63.7,0.0,0.0,6.0,48.4,51.6,373.0,20.1,479.0,18615345.0,77664.0,240.0,44371614.0,3359.4,13208.2,48664018.0,3434.9,14167.52,87.0,88.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,6.7,0.0,38.9,43.3,15.6,21.1,7.8,6.7,58.9,0.0,0.0,5.6,56.7,43.3,28.0,13.1,92.0,18615345.0,77664.0,240.0,44371614.0,3359.4,13208.2,48664018.0,3434.9,14167.52,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,258,262,266,0,0,0,0,0,786,6.2,1.7,13.6,27.1,15.5,11.3,10.1,4.7,69.8,0.0,0.1,3.9,49.2,50.8,481.0,19.7,806.0,18615345.0,77664.0,240.0,44371614.0,3359.4,13208.2,48664018.0,3434.9,14167.52,65.0,62.0,64.0,0,0,1,0,0,0,0,0,1,0,0,0
14,51,58,54,73,59,70,70,73,68,0,0,0,0,0,590,6.6,3.2,12.9,18.1,2.5,0.5,11.5,3.2,76.1,0.0,0.0,8.6,54.9,45.1,222.0,18.1,613.0,5297703.0,91182.0,58.0,11116510.71,638.8,17402.18,11656795.18,645.8,18050.16,99.0,100.0,86.0,0,1,0,0,0,0,0,1,0,0,0,0
45,130,123,119,124,123,126,0,0,0,0,0,0,0,0,790,0.8,0.8,17.6,36.2,22.4,1.3,0.3,1.0,96.3,0.0,0.1,1.0,50.4,49.6,466.0,17.8,812.0,8237964.0,66921.0,123.0,22082455.08,1625.1,13588.37,24028000.58,1684.7,14262.48,42.0,71.0,71.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,141,116,155,114,100,102,100,8,836,0.5,0.4,20.1,31.5,17.9,1.3,0.2,1.1,95.6,0.1,0.1,1.6,50.7,49.3,419.0,15.5,829.0,8237964.0,66921.0,123.0,22082455.08,1625.1,13588.37,24028000.58,1684.7,14262.48,34.0,54.0,61.0,0,0,1,0,0,0,0,0,1,0,0,0
0,75,99,96,113,112,0,0,0,0,0,0,0,0,0,495,8.9,4.8,14.5,26.9,14.1,2.0,9.7,5.5,79.0,0.8,0.0,3.0,56.8,43.2,164.0,23.3,490.0,26559688.0,73471.0,362.0,61371151.49,5028.4,12204.91,70390125.61,5296.9,13288.93,66.0,70.0,59.0,0,0,1,0,0,0,0,0,1,0,0,0
0,95,80,82,88,89,0,0,0,0,0,0,0,0,0,434,12.4,6.5,15.0,29.0,11.8,2.5,14.3,4.4,75.1,0.0,0.2,3.5,49.3,50.7,152.0,22.2,443.0,26559688.0,73471.0,362.0,61371151.49,5028.4,12204.91,70390125.61,5296.9,13288.93,82.0,69.0,55.0,0,0,1,0,0,0,0,0,1,0,0,0
0,92,92,107,96,84,0,0,0,0,0,0,0,0,0,471,15.5,5.7,13.4,34.8,19.1,4.2,16.1,7.9,67.5,0.0,0.0,4.2,55.2,44.8,168.0,22.1,489.0,26559688.0,73471.0,362.0,61371151.49,5028.4,12204.91,70390125.61,5296.9,13288.93,83.0,74.0,50.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,372,347,391,373,1,1484,8.4,0.7,12.6,20.4,8.6,2.6,11.9,3.8,79.9,0.0,0.1,1.8,48.9,51.1,769.0,16.8,1509.0,26559688.0,73471.0,362.0,61371151.49,5028.4,12204.91,70390125.61,5296.9,13288.93,84.0,93.0,85.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,170,184,181,190,0,0,0,0,0,725,13.0,1.2,17.9,28.6,11.0,2.2,14.6,4.8,76.4,0.0,0.0,1.9,50.5,49.5,412.0,16.7,731.0,26559688.0,73471.0,362.0,61371151.49,5028.4,12204.91,70390125.61,5296.9,13288.93,94.0,74.0,56.0,0,0,1,0,0,0,0,0,1,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,15.4,0.0,47.8,50.7,11.0,3.7,19.9,8.8,61.8,1.5,0.0,4.4,57.4,42.6,96.0,14.9,176.0,26559688.0,73471.0,362.0,61371151.49,5028.4,12204.91,70390125.61,5296.9,13288.93,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,218,200,208,224,0,0,0,0,0,850,11.5,2.7,16.8,28.4,10.8,3.1,13.2,4.0,77.3,0.0,0.4,2.1,50.8,49.2,489.0,16.6,881.0,26559688.0,73471.0,362.0,61371151.49,5028.4,12204.91,70390125.61,5296.9,13288.93,90.0,79.0,68.0,0,0,1,0,0,0,0,0,1,0,0,0
0,70,75,73,85,76,0,0,0,0,0,0,0,0,0,379,13.7,6.6,10.3,23.0,8.7,1.1,17.4,6.3,71.5,0.0,0.0,3.7,56.2,43.8,152.0,20.2,401.0,26559688.0,73471.0,362.0,61371151.49,5028.4,12204.91,70390125.61,5296.9,13288.93,78.0,77.0,83.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,439,430,384,292,0,1545,87.2,31.3,9.3,71.9,46.7,6.6,2.3,85.0,5.6,0.0,0.1,0.5,52.0,48.0,621.0,23.0,1586.0,27035942.0,64772.0,417.0,80232201.2,6300.4,12734.46,96592693.31,7014.6,13770.24,4.0,49.0,48.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,153,147,123,122,0,0,0,0,0,545,87.2,2.8,13.8,66.6,56.7,3.3,1.3,89.4,4.8,0.4,0.0,0.9,55.4,44.6,254.0,22.9,542.0,27035942.0,64772.0,417.0,80232201.2,6300.4,12734.46,96592693.31,7014.6,13770.24,6.0,31.0,30.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,145,200,143,103,0,0,0,0,0,0,0,0,0,591,74.8,38.7,10.8,78.5,63.5,7.1,1.0,80.7,9.0,0.5,0.0,1.7,54.8,45.2,24.0,25.9,622.0,27035942.0,64772.0,417.0,80232201.2,6300.4,12734.46,96592693.31,7014.6,13770.24,58.0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,159,119,131,110,0,0,0,0,0,519,79.8,5.4,18.9,71.9,61.5,6.2,1.5,83.0,7.3,0.6,0.0,1.3,56.8,43.2,177.0,24.2,510.0,27035942.0,64772.0,417.0,80232201.2,6300.4,12734.46,96592693.31,7014.6,13770.24,4.0,55.0,53.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,114,127,176,170,0,0,0,0,0,0,0,0,0,587,72.7,30.8,10.7,80.4,61.5,5.5,1.2,84.7,6.5,0.0,0.0,2.2,51.4,48.6,24.0,26.3,630.0,27035942.0,64772.0,417.0,80232201.2,6300.4,12734.46,96592693.31,7014.6,13770.24,19.0,77.0,77.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,132,157,150,132,0,0,0,0,0,0,0,0,0,571,79.9,28.5,12.1,69.0,52.7,2.1,0.7,91.6,4.2,0.0,0.0,1.4,50.4,49.6,23.0,25.4,585.0,27035942.0,64772.0,417.0,80232201.2,6300.4,12734.46,96592693.31,7014.6,13770.24,13.0,40.0,34.0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,154,142,133,147,0,0,0,0,0,576,89.6,51.9,8.5,82.8,53.1,5.9,2.1,86.6,5.2,0.0,0.0,0.2,48.8,51.2,218.0,25.0,618.0,27035942.0,64772.0,417.0,80232201.2,6300.4,12734.46,96592693.31,7014.6,13770.24,4.0,37.0,38.0,0,0,0,1,0,0,0,0,0,1,0,0
269,557,37,0,0,0,0,0,0,0,0,0,0,0,0,863,79.3,48.4,11.1,80.0,53.5,6.6,0.5,85.5,6.6,0.1,0.0,0.7,51.7,48.3,50.0,17.5,873.0,27035942.0,64772.0,417.0,80232201.2,6300.4,12734.46,96592693.31,7014.6,13770.24,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,1,0,0
0,0,117,138,150,136,0,0,0,0,0,0,0,0,0,541,72.8,23.3,14.0,75.0,62.3,5.9,1.1,82.8,9.2,0.0,0.2,0.7,53.8,46.2,30.0,19.9,595.0,27035942.0,64772.0,417.0,80232201.2,6300.4,12734.46,96592693.31,7014.6,13770.24,11.0,73.0,71.0,0,0,0,1,0,0,0,0,0,1,0,0
0,70,65,66,79,73,72,0,0,0,0,0,0,0,0,425,18.8,14.8,18.8,62.8,49.9,1.9,3.5,29.2,62.6,0.0,0.2,2.6,57.2,42.8,89.0,20.7,445.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,73.0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0
0,98,81,90,0,0,0,0,0,0,0,0,0,0,0,269,15.2,14.5,16.7,70.6,64.7,7.4,0.0,34.9,55.4,0.0,0.0,2.2,52.8,47.2,69.0,21.1,287.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,244,279,265,0,0,0,0,0,788,13.5,4.1,19.4,61.0,52.5,2.7,2.0,33.8,58.4,0.4,0.0,2.8,50.9,49.1,483.0,18.7,846.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,28.0,81.0,70.0,0,0,1,0,0,0,0,0,0,1,0,0
17,68,79,74,76,77,61,0,0,0,0,0,0,0,0,452,18.4,11.3,18.6,74.8,66.4,4.9,0.7,52.2,37.2,0.2,0.0,4.9,48.5,51.5,82.0,20.8,444.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,36.0,96.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0
0,47,74,56,61,68,60,0,0,0,0,0,0,0,0,366,1.1,0.0,10.7,42.6,37.4,4.1,0.8,18.0,73.8,0.0,0.3,3.0,48.9,51.1,94.0,19.2,349.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,33.0,76.0,73.0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,10,13,30,20,19,12,1,106,19.8,1.9,39.6,89.6,77.4,4.7,0.0,63.2,27.4,0.0,0.0,4.7,75.5,24.5,122.0,5.7,108.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,2.0,46.0,68.75151108126259,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,343,380,331,355,21,1430,12.7,3.1,15.9,50.1,42.4,2.3,2.5,26.2,66.9,0.1,0.2,1.8,53.5,46.5,775.0,15.9,1487.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,8.0,62.0,65.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,236,204,255,246,6,947,16.8,3.9,20.1,56.4,47.4,4.6,2.0,37.4,54.5,0.0,0.1,1.4,49.1,50.9,663.0,13.7,963.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,5.0,58.0,74.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,264,236,269,0,0,0,0,0,769,11.8,5.9,20.5,62.2,51.8,4.3,1.6,36.2,54.5,0.1,0.1,3.3,55.3,44.7,285.0,19.8,726.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,22.0,54.0,45.0,0,0,1,0,0,0,0,0,0,1,0,0
0,74,65,78,85,73,73,0,0,0,0,0,0,0,0,448,14.5,8.3,13.8,75.4,68.8,2.7,2.0,46.4,44.9,0.0,0.0,4.0,50.2,49.8,106.0,21.0,421.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,22.0,59.0,63.0,0,0,1,0,0,0,0,0,0,1,0,0
0,68,72,59,70,64,58,0,0,0,0,0,0,0,0,391,24.3,10.2,16.9,77.7,71.1,5.9,0.3,70.8,20.5,0.0,0.0,2.6,51.9,48.1,93.0,19.8,382.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,45.0,88.0,94.0,0,1,0,0,0,0,0,0,0,1,0,0
0,41,57,53,47,55,52,0,0,0,0,0,0,0,0,305,1.3,0.3,9.2,51.8,47.2,3.0,2.0,23.3,68.5,0.0,0.0,3.3,50.8,49.2,70.0,18.1,316.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,53.0,89.0,84.0,0,1,0,0,0,0,0,0,0,1,0,0
0,25,22,30,116,119,110,0,0,0,0,0,0,0,0,422,9.2,6.4,19.9,58.8,51.2,4.5,0.5,32.7,59.7,0.0,0.0,2.6,52.4,47.6,129.0,15.8,412.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,34.0,93.0,95.0,0,1,0,0,0,0,0,0,0,1,0,0
0,50,46,45,48,51,44,0,0,0,0,0,0,0,0,284,1.4,0.0,19.0,46.1,37.3,3.5,2.5,24.3,64.8,0.0,0.4,4.6,51.1,48.9,97.0,18.1,283.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,40.0,83.0,71.0,0,0,1,0,0,0,0,0,0,1,0,0
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,10.0,0.0,43.4,61.6,48.4,4.6,4.6,24.6,62.3,0.0,0.0,3.9,60.1,39.9,22.0,14.2,312.0,40973099.0,65358.0,627.0,104445939.54,7618.3,13709.87,108607099.95,7950.9,13659.72,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,1,0,0
0,16,18,19,32,19,18,16,19,16,0,0,0,0,0,173,0.0,0.0,19.7,47.4,36.4,0.6,0.6,1.2,96.0,0.0,0.0,1.7,46.2,53.8,58.0,17.1,160.0,930689.0,61635.0,15.0,2570975.0,170.5,15079.03,3178055.0,213.1,14913.44,51.0,75.0,85.0,0,1,0,0,0,0,0,1,0,0,0,0
95,139,139,147,186,0,0,0,0,0,0,0,0,0,0,706,20.3,9.8,18.1,51.4,37.1,3.0,1.1,22.0,72.0,0.0,0.0,2.0,52.7,47.3,194.0,17.1,770.0,9314342.0,66247.0,141.0,21906696.7,1857.3,11794.92,28176189.96,2179.2,12929.6,51.69046073977936,96.0,89.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,166,145,123,127,139,0,0,0,0,0,700,20.3,6.1,19.9,48.7,32.4,4.7,1.1,22.0,70.9,0.0,0.0,1.3,55.4,44.6,356.0,20.5,696.0,9314342.0,66247.0,141.0,21906696.7,1857.3,11794.92,28176189.96,2179.2,12929.6,37.0,56.0,51.0,0,0,1,0,0,0,0,0,1,0,0,0
26,0,0,0,0,0,0,0,0,0,115,110,110,102,3,466,27.3,4.1,19.5,45.7,33.3,4.1,2.6,28.8,63.5,0.2,0.0,0.9,54.1,45.9,246.0,12.6,430.0,9314342.0,66247.0,141.0,21906696.7,1857.3,11794.92,28176189.96,2179.2,12929.6,39.0,63.0,64.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,143,128,134,127,116,97,93,0,838,0.4,0.1,12.3,16.2,4.3,3.2,2.6,1.2,92.1,0.4,0.0,0.5,50.7,49.3,513.0,17.8,850.0,9615360.0,82963.0,116.0,22547730.72,1593.5,14149.82,24144763.33,1616.4,14937.37,92.0,84.0,90.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,136,126,120,0,0,0,0,0,0,0,0,382,0.3,0.0,12.3,14.9,4.5,2.4,1.3,0.5,95.0,0.0,0.0,0.8,55.0,45.0,215.0,21.7,393.0,9615360.0,82963.0,116.0,22547730.72,1593.5,14149.82,24144763.33,1616.4,14937.37,86.0,71.0,74.0,0,0,1,0,0,0,0,0,1,0,0,0
24,105,110,127,0,0,0,0,0,0,0,0,0,0,0,366,0.3,0.3,8.5,13.7,4.9,2.7,2.7,1.1,90.7,0.0,0.0,2.7,51.6,48.4,207.0,20.7,415.0,9615360.0,82963.0,116.0,22547730.72,1593.5,14149.82,24144763.33,1616.4,14937.37,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,1,0,0,0
6,67,90,75,81,83,71,0,0,0,0,0,0,0,0,473,9.1,3.2,12.5,23.7,8.9,7.8,7.4,9.9,67.9,0.2,0.0,6.8,49.9,50.1,121.0,19.1,476.0,15226596.0,94282.0,162.0,35083262.38,2094.9,16746.99,37477871.53,2139.5,17517.12,98.0,100.0,95.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,239,249,227,0,0,0,0,0,715,5.3,0.4,15.9,21.3,5.9,4.8,5.9,4.2,80.6,0.1,0.0,4.5,47.7,52.3,505.0,14.6,683.0,15226596.0,94282.0,162.0,35083262.38,2094.9,16746.99,37477871.53,2139.5,17517.12,94.0,100.0,69.0,0,0,1,0,0,0,0,0,1,0,0,0
9,71,75,70,81,75,86,0,0,0,0,0,0,0,0,467,6.9,2.4,19.9,26.1,4.1,1.5,7.3,5.1,77.1,0.0,0.0,9.0,53.7,46.3,122.0,19.0,484.0,15226596.0,94282.0,162.0,35083262.38,2094.9,16746.99,37477871.53,2139.5,17517.12,99.0,100.0,99.0,0,1,0,0,0,0,0,0,1,0,0,0
5,71,72,71,83,76,75,0,0,0,0,0,0,0,0,453,4.9,2.6,12.4,17.7,2.9,1.5,5.5,5.1,82.8,0.2,0.0,4.9,54.3,45.7,117.0,19.9,480.0,15226596.0,94282.0,162.0,35083262.38,2094.9,16746.99,37477871.53,2139.5,17517.12,97.0,100.0,69.0,0,0,1,0,0,0,0,0,1,0,0,0
9,17,15,15,16,19,24,26,0,0,0,0,0,0,0,141,0.7,0.0,18.4,32.6,23.4,0.0,0.0,3.5,95.0,0.0,0.0,1.4,56.0,44.0,43.0,16.1,159.0,836903.0,57322.0,15.0,2668689.0,168.0,15885.05,2784212.0,179.1,15545.57,68.0,84.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,230,251,231,260,2,974,3.0,0.6,13.9,26.0,14.2,1.7,2.7,4.8,89.2,0.2,0.0,1.3,48.9,51.1,482.0,16.7,1003.0,21023540.0,78183.0,269.0,48480811.39,3564.9,13599.49,53711945.95,3677.1,14607.15,58.0,64.0,52.0,0,0,1,0,0,0,0,0,1,0,0,0
0,16,66,57,54,57,52,0,0,0,0,0,0,0,0,302,1.3,1.0,6.3,19.9,14.9,2.3,0.0,9.6,82.5,0.0,0.0,5.6,53.3,46.7,146.0,20.2,360.0,21023540.0,78183.0,269.0,48480811.39,3564.9,13599.49,53711945.95,3677.1,14607.15,51.0,65.0,61.0,0,0,1,0,0,0,0,0,1,0,0,0
0,50,65,67,61,71,60,0,0,0,0,0,0,0,0,374,2.9,2.7,12.0,29.9,17.4,3.7,3.7,6.7,80.2,0.3,0.5,4.8,49.7,50.3,154.0,20.5,389.0,21023540.0,78183.0,269.0,48480811.39,3564.9,13599.49,53711945.95,3677.1,14607.15,30.0,56.0,69.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,288,266,284,0,0,0,0,0,838,2.4,0.2,16.2,28.4,15.0,1.6,2.1,7.4,85.8,0.1,0.0,3.0,51.1,48.9,582.0,17.9,847.0,21023540.0,78183.0,269.0,48480811.39,3564.9,13599.49,53711945.95,3677.1,14607.15,33.0,65.0,61.0,0,0,1,0,0,0,0,0,1,0,0,0
0,37,42,44,51,49,63,0,0,0,0,0,0,0,0,286,1.0,0.3,10.5,23.4,17.1,1.7,4.2,8.7,83.9,0.0,0.0,1.4,47.2,52.8,106.0,22.0,281.0,21023540.0,78183.0,269.0,48480811.39,3564.9,13599.49,53711945.95,3677.1,14607.15,51.0,71.0,68.0,0,0,1,0,0,0,0,0,1,0,0,0
46,12,37,53,47,45,38,0,0,0,0,0,0,0,0,278,3.2,2.5,29.5,45.0,21.6,2.5,3.2,7.6,84.2,0.4,0.0,2.2,55.8,44.2,131.0,17.1,326.0,21023540.0,78183.0,269.0,48480811.39,3564.9,13599.49,53711945.95,3677.1,14607.15,35.0,77.0,76.0,0,1,0,0,0,0,0,0,1,0,0,0
0,52,48,62,57,45,63,0,0,0,0,0,0,0,0,327,1.2,1.2,16.5,32.7,19.6,1.8,2.1,5.8,89.0,0.9,0.0,0.3,53.5,46.5,144.0,18.2,324.0,21023540.0,78183.0,269.0,48480811.39,3564.9,13599.49,53711945.95,3677.1,14607.15,48.0,45.0,39.0,0,0,1,0,0,0,0,0,1,0,0,0
66,95,0,0,0,0,0,0,0,0,0,0,0,0,0,161,3.7,3.7,18.0,36.0,23.0,1.2,1.9,3.1,86.3,0.0,0.0,7.5,57.8,42.2,29.0,21.9,150.0,20097135.0,73412.0,274.0,43980803.53,3697.9,11893.45,46942013.71,3759.2,12487.23,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,269,270,270,255,0,1064,4.7,1.0,10.0,23.9,15.8,1.1,0.4,2.4,90.6,0.0,0.2,5.3,50.5,49.5,561.0,16.8,1081.0,20097135.0,73412.0,274.0,43980803.53,3697.9,11893.45,46942013.71,3759.2,12487.23,45.0,72.0,84.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,300,334,331,0,0,0,0,0,965,4.5,0.7,12.8,29.1,19.4,1.7,0.4,2.6,90.1,0.0,0.0,5.3,51.6,48.4,647.0,18.2,998.0,20097135.0,73412.0,274.0,43980803.53,3697.9,11893.45,46942013.71,3759.2,12487.23,71.0,67.0,61.0,0,0,1,0,0,0,0,0,1,0,0,0
0,66,76,74,61,75,77,0,0,0,0,0,0,0,0,429,7.0,4.2,11.0,38.7,30.1,1.9,0.2,4.4,88.8,0.0,0.0,4.7,54.1,45.9,170.0,22.5,432.0,20097135.0,73412.0,274.0,43980803.53,3697.9,11893.45,46942013.71,3759.2,12487.23,46.0,54.0,61.0,0,0,1,0,0,0,0,0,1,0,0,0
0,75,97,100,99,122,124,0,0,0,0,0,0,0,0,617,5.5,2.8,16.0,35.5,22.4,1.0,1.6,3.1,87.4,0.0,0.0,7.0,54.6,45.4,277.0,21.8,682.0,20097135.0,73412.0,274.0,43980803.53,3697.9,11893.45,46942013.71,3759.2,12487.23,53.0,56.0,55.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,68,82,80,92,97,0,0,0,0,0,0,0,0,419,6.0,5.7,12.6,30.8,16.7,0.7,0.5,3.8,90.2,0.0,0.0,4.8,49.9,50.1,183.0,21.0,427.0,20097135.0,73412.0,274.0,43980803.53,3697.9,11893.45,46942013.71,3759.2,12487.23,80.0,71.0,63.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,54,55,72,72,55,0,0,0,0,0,0,0,0,308,20.1,14.3,21.4,56.8,38.6,9.4,3.6,24.0,56.5,0.6,0.0,5.8,52.3,47.7,78.0,17.6,313.0,17787199.0,76417.0,233.0,45018771.29,2741.8,16419.42,50399817.52,2834.7,17779.59,31.0,49.0,46.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,208,180,160,191,0,739,13.0,3.8,15.2,32.1,18.0,11.6,3.8,13.9,69.3,0.0,0.0,1.4,49.9,50.1,347.0,15.8,714.0,17787199.0,76417.0,233.0,45018771.29,2741.8,16419.42,50399817.52,2834.7,17779.59,70.0,83.0,74.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,203,213,215,0,0,0,0,0,631,11.7,3.6,24.6,39.8,19.2,6.8,2.4,14.3,73.1,0.3,0.0,3.2,51.3,48.7,452.0,17.0,678.0,17787199.0,76417.0,233.0,45018771.29,2741.8,16419.42,50399817.52,2834.7,17779.59,44.0,51.0,40.0,0,0,1,0,0,0,0,0,1,0,0,0
95,187,0,0,0,0,0,0,0,0,0,0,0,0,0,282,11.3,7.1,16.3,36.2,23.4,5.0,1.4,14.9,69.1,0.7,0.0,8.9,52.1,47.9,80.0,15.2,303.0,17787199.0,76417.0,233.0,45018771.29,2741.8,16419.42,50399817.52,2834.7,17779.59,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,1,0,0,0
